,_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,draft_pick_int,draft_round_int,draft_team_id,position_id,lifetime_profit,seasons_played,mean_season_profit,nind
887,cunnija01,"May 22, 1991","Oakland, California",0.5,34.7,30.6,67.4,84,6.8,2.3,0.7,0.2,40.2,Oregon State University,24th overall,1st round,Cleveland Cavaliers,2012,6-4,"San Leandro in San Leandro, California",Jared Cunningham,Shooting Guard,Right,195lb,24,1,35,4,3548083,4,887020.75,411
891,curetea01,"September 3, 1957","Detroit, Michigan",1.0,47.3,0.0,53.8,674,10.4,5.4,4.7,14.4,47.3,"Robert Morris University (PA), University of Detroit Mercy",58th overall,3rd round,Philadelphia 76ers,1979,6-9,"Finney in Detroit, Michigan",Earl Cureton,Center and Power Forward,Right,210lb,5,3,31,11,1105141,5,221028.2,412
892,curlebi01,"May 29, 1972","Boston, Massachusetts",0.4,44.4,22.2,74.3,147,8.2,2.7,2.0,1.6,44.6,Boston College,22nd overall,1st round,San Antonio Spurs,1994,6-9,"Duxbury in Duxbury, Massachusetts",Bill Curley,Small Forward and Power Forward,Right,220lb,22,1,24,6,7055075,8,881884.375,413
894,curryde01,"June 25, 1964","Harrisonburg, Virginia",1.8,45.7,40.2,84.3,1083,16.0,11.7,2.4,41.5,51.3,Virginia Polytechnic Institute and State University,15th overall,1st round,Utah Jazz,1986,6-4,"Fort Defiance in Fort Defiance, Virginia",Dell Curry,Shooting Guard,Right,190lb,15,1,28,4,20671655,14,1476546.7857142857,414
895,curryed01,"December 5, 1982","Harvey, Illinois",0.5,54.5,100.0,64.2,527,15.9,12.9,5.2,21.7,54.5,,4th overall,1st round,Chicago Bulls,2001,7-0,"Thornwood in South Holland, Illinois",Eddy Curry,Power Forward and Center,Right,295lb,4,1,23,1,73020540,12,6085045.0,415
897,currymi01,"August 22, 1968","Anniston, Alabama",1.2,44.7,29.8,82.5,667,7.5,4.5,1.6,17.8,46.3,Georgia Southern University,,,,,6-5,"Glenn Hills in Augusta, Georgia",Michael Curry,Small Forward and Shooting Guard,Right,210lb,0,0,-1,16,15057464,10,1505746.4,416
898,curryse01,"August 23, 1990","Charlotte, North Carolina",1.7,46.7,43.9,84.5,192,13.8,9.3,1.9,8.4,57.5,"Liberty University, Duke University",,,,,6-2,"Charlotte Christian in Charlotte, North Carolina",Seth Curry,Shooting Guard and Point Guard,Right,185lb,0,0,-1,13,7319372,5,1463874.4,417
899,curryst01,"March 14, 1988","Akron, Ohio",6.6,47.7,43.6,90.5,694,23.8,23.5,4.5,102.9,58.2,Davidson College,7th overall,1st round,Golden State Warriors,2009,6-3,"Charlotte Christian in Charlotte, North Carolina",Stephen Curry,Point Guard,Right,190lb,7,1,26,3,95256645,9,10584071.666666666,418
900,cvetkra01,"June 22, 1970","Belgrade, Serbia",0.2,31.3,0.0,0.0,14,2.1,0.7,0.8,-0.1,31.3,,,,,,7-1,,Rastko Cvetkovic,Center,Right,260lb,0,0,-1,2,208478,1,208478.0,419
904,dailequ01,"January 22, 1961","Baltimore, Maryland",2.3,45.4,15.8,77.9,528,15.1,14.1,2.5,12.7,45.6,University of San Francisco,7th overall,1st round,Chicago Bulls,1982,6-3,"Cardinal Gibbons in Baltimore, Maryland",Quintin Dailey,Shooting Guard,Right,180lb,7,1,23,4,2235927,6,372654.5,420
905,dalemsa01,"May 10, 1981","Port-Au-Prince, Haiti",0.5,52.1,8.3,70.6,886,15.4,7.7,7.8,51.3,52.1,Seton Hall University,26th overall,1st round,Philadelphia 76ers,2001,6-11,"Saint Patrick in Elizabeth, New Jersey",Samuel Dalembert,Center,Right,255lb,26,1,31,2,95474451,15,6364963.4,421
907,dampier01,"July 14, 1975","Jackson, Mississippi",0.8,49.8,12.5,62.6,987,14.3,7.4,7.1,52.7,49.8,Mississippi State University,10th overall,1st round,Indiana Pacers,1996,6-11,"Lawrence County in Monticello, Mississippi",Erick Dampier,Center,Right,265lb,10,1,37,2,102116678,16,6382292.375,422
910,daniean01,"March 19, 1975","Columbus, Ohio",3.4,44.4,31.1,79.3,872,14.6,7.6,1.8,47.0,47.9,Bowling Green State University,4th overall,1st round,Vancouver Grizzlies,1997,6-4,"Saint Francis DeSales in Columbus, Ohio",Antonio Daniels,Shooting Guard and Point Guard,Right,195lb,4,1,5,13,51364262,13,3951097.076923077,423
912,daniell01,"September 4, 1967","Brooklyn, New York",1.6,40.3,31.6,74.3,200,11.5,7.1,2.2,3.3,45.8,Mount San Antonio College,,,,,6-7,"Andrew Jackson in Queens, New York",Lloyd Daniels,Shooting Guard,Right,205lb,0,0,-1,4,800033,5,160006.6,424
913,daniema01,"January 7, 1981","Jasper, Florida",1.8,45.1,23.5,72.1,548,12.9,7.9,2.8,16.5,46.4,Auburn University,,,,,6-6,"Mount Zion Christian Academy in Durham, North Carolina",Marquis Daniels,Shooting Guard and Small Forward,Right,200lb,0,0,-1,12,38252995,10,3825299.5,425
915,danietr01,"July 15, 1991","Roanoke, Virginia",0.6,40.2,40.0,81.6,292,10.6,7.0,1.3,4.5,54.9,Virginia Commonwealth University,,,,,6-4,"William Fleming in Roanoke, Virginia",Troy Daniels,Shooting Guard,Right,205lb,0,0,-1,4,8865763,4,2216440.75,426
916,danilsa01,"February 26, 1970","Sarajevo, Bosnia and Herzegovina",2.0,43.9,37.9,78.9,75,11.7,12.8,2.4,4.2,51.8,,43rd overall,2nd round,Golden State Warriors,1992,6-5,"Cookeville in Cookeville, Tennessee",Sasha Danilovic,Shooting Guard,Right,200lb,43,2,26,4,3488883,2,1744441.5,427
917,dantlad01,"February 28, 1956","Washington, District of Columbia",3.0,54.0,17.1,81.8,955,21.5,24.3,5.7,134.2,54.0,University of Notre Dame,6th overall,1st round,Buffalo Braves,1976,6-5,"DeMatha Catholic in Hyattsville, Maryland",Adrian Dantley,Small Forward,Right,208lb,6,1,49,9,4237318,5,847463.6,428
925,datomlu01,"November 27, 1987","Montebelluna, Italy",0.4,41.4,31.6,81.8,55,11.3,3.4,1.4,0.3,48.1,,,,,,6-8,,Gigi Datome,Small Forward,Right,215lb,0,0,-1,9,1824184,1,1824184.0,429
926,daughbr01,"October 19, 1965","Black Mountain, North Carolina",3.7,53.2,14.3,74.7,548,18.9,19.0,9.5,65.2,53.2,University of North Carolina,1st overall,1st round,Cleveland Cavaliers,1986,7-0,"Charles D. Owen in Swannanoa, North Carolina",Brad Daugherty,Center,Right,245lb,1,1,35,2,22415578,9,2490619.777777778,430
928,davidko01,"October 22, 1971",Hungary,0.6,44.6,0.0,81.7,109,12.5,5.0,2.8,2.5,44.6,,,,,,6-9,,Kornel David,Small Forward,Right,235lb,0,0,-1,9,1030862,4,257715.5,431
932,davisan02,"March 11, 1993","Chicago, Illinois",2.1,51.7,31.4,79.5,466,27.4,23.7,10.5,72.0,52.8,University of Kentucky,1st overall,1st round,New Orleans Hornets,2012,6-10,"Perspectives Charter School in Chicago, Illinois",Anthony Davis,Power Forward and Center,Right,253lb,1,1,22,1,72019089,6,12003181.5,432
933,davisan01,"October 31, 1968","Oakland, California",1.1,44.8,8.7,72.7,903,14.1,10.0,7.5,59.6,44.8,University of Texas at El Paso,45th overall,2nd round,Indiana Pacers,1990,6-9,"McClymonds in Oakland, California",Antonio Davis,Center and Power Forward,Right,215lb,45,2,37,11,91459406,13,7035338.923076923,433
935,davisba01,"April 13, 1979","Los Angeles, California",7.2,40.9,32.0,71.1,835,17.8,16.1,3.8,63.1,46.5,"University of California, Los Angeles",3rd overall,1st round,Charlotte Hornets,1999,6-3,"Crossroads in Santa Monica, California",Baron Davis,Point Guard,Right,209lb,3,1,55,3,153953873,15,10263591.533333333,434
939,davisbr01,"December 17, 1955","Monaca, Pennsylvania",4.9,51.0,32.1,82.8,961,14.7,8.2,1.8,53.6,53.4,University of Maryland,15th overall,1st round,Los Angeles Lakers,1977,6-3,"Monaca in Monaca, Pennsylvania",Brad Davis,Point Guard,Right,180lb,15,1,6,3,2260006,6,376667.6666666667,435
940,davisbr02,"June 21, 1970","Atlantic City, New Jersey",0.3,31.7,33.3,73.5,68,9.2,1.9,0.8,0.0,32.1,Duke University,48th overall,2nd round,Phoenix Suns,1992,6-7,"Bladensburg in Bladensburg, Maryland",Brian Davis,Small Forward,Right,200lb,48,2,14,9,156358,1,156358.0,436
941,davisch02,"October 5, 1958","Nashville, Tennessee",0.7,45.1,17.0,73.7,415,11.6,5.3,2.4,5.8,45.5,Vanderbilt University,35th overall,2nd round,Washington Bullets,1981,6-7,"McGavock in Nashville, Tennessee",Charles Davis,Small Forward,Right,215lb,35,2,36,9,250173,2,125086.5,437
943,davisda01,"March 25, 1969","Toccoa, Georgia",0.9,53.0,0.0,56.2,1094,15.2,8.0,7.9,86.9,53.0,Clemson University,13th overall,1st round,Indiana Pacers,1991,6-11,"Stephens County in Toccoa, Georgia",Dale Davis,Power Forward and Center,Right,230lb,13,1,37,1,80558032,16,5034877.0,438
944,davisde01,"December 2, 1996","Muskegon, Michigan",0.4,59.9,0.0,63.5,107,15.4,4.2,3.2,3.6,59.9,Michigan State University,31st overall,2nd round,Boston Celtics,2016,6-11,"Muskegon in Muskegon, Michigan",Deyonta Davis,Center,Right,237lb,31,2,19,2,2795526,2,1397763.0,439
946,davised01,"June 5, 1989","Washington, District of Columbia",0.8,56.9,0.0,58.4,640,16.7,6.5,6.8,41.3,56.9,University of North Carolina,13th overall,1st round,Toronto Raptors,2010,6-10,"Benedictine in Richmond, Virginia",Ed Davis,Center and Power Forward,Left,225lb,13,1,13,11,31629674,8,3953709.25,440
947,davisem01,"August 27, 1968","Philadelphia, Pennsylvania",1.8,39.4,35.2,78.7,226,9.6,4.9,1.9,2.5,47.1,Delaware State University,,,,,6-4,"Kensington in Philadelphia, Pennsylvania",Emanual Davis,Shooting Guard and Point Guard,Right,195lb,0,0,-1,13,3343452,6,557242.0,441
948,davisgl01,"January 1, 1986","Baton Rouge, Louisiana",0.9,44.7,18.2,70.0,514,12.4,8.0,4.4,18.6,44.8,Louisiana State University,35th overall,2nd round,Seattle SuperSonics,2007,6-9,"Louisiana State University Laboratory School in Baton Rouge, Louisiana",Glen Davis,Power Forward and Center,Right,289lb,35,2,32,1,35823508,9,3980389.777777778,442
950,davishu01,"May 17, 1970","Winston-Salem, North Carolina",1.7,45.8,44.1,83.7,685,11.8,8.2,1.5,27.7,53.7,University of North Carolina,20th overall,1st round,New York Knicks,1992,6-5,"Lake Braddock Secondary in Burke, Virginia",Hubert Davis,Point Guard and Shooting Guard,Right,183lb,20,1,11,14,17512688,12,1459390.6666666667,443
952,davisjo01,"October 21, 1955","Detroit, Michigan",4.5,44.8,17.6,82.1,750,14.3,12.9,2.0,38.5,45.0,University of Dayton,22nd overall,2nd round,Portland Trail Blazers,1976,6-2,"Murray-Wright in Detroit, Michigan",Johnny Davis,Point Guard and Shooting Guard,Right,170lb,22,2,0,14,807852,2,403926.0,444
953,davisjo02,"August 10, 1980","Salem, Oregon",0.3,37.3,32.9,72.4,67,11.0,2.3,1.7,0.8,45.0,University of Wyoming,,,,,6-8,"Salem Academy in Salem, Oregon",Josh Davis,Power Forward,Right,235lb,0,0,-1,0,1174866,5,234973.2,445
956,davisma02,"April 26, 1973","Thibodaux, Louisiana",1.3,44.2,24.6,65.5,230,11.9,5.5,3.0,2.3,45.5,"Howard College, Texas Tech University",48th overall,2nd round,Minnesota Timberwolves,1995,6-7,"Thibodaux in Thibodaux, Louisiana",Mark Davis,Small Forward,Right,210lb,48,2,30,9,917511,5,183502.2,446
962,davispa01,"July 21, 1984","Detroit, Michigan",0.4,40.2,0.0,73.2,82,10.6,2.6,1.9,0.5,40.2,Michigan State University,34th overall,2nd round,Los Angeles Clippers,2006,6-11,"Rochester in Rochester, Michigan",Paul Davis,Power Forward and Center,Right,270lb,34,2,21,1,1573047,4,393261.75,447
965,davisri01,"September 23, 1979","Las Vegas, Nevada",3.3,44.6,36.1,78.1,736,14.7,13.5,3.5,28.0,48.0,University of Iowa,21st overall,1st round,Charlotte Hornets,1998,6-6,"North in Davenport, Iowa",Ricky Davis,Small Forward and Shooting Guard,Right,195lb,21,1,55,16,44690355,12,3724196.25,448
967,daviste01,"June 17, 1967","Danville, Virginia",0.6,47.2,15.8,60.5,480,10.9,6.4,6.0,12.1,47.3,Virginia Union University,,,,,6-9,"Halifax County in South Boston, Virginia",Terry Davis,Power Forward and Center,Left,225lb,0,0,-1,1,14614061,11,1328551.0,449
970,daviswa03,"September 9, 1954","Pineville, North Carolina",3.8,51.1,27.2,85.1,1033,19.1,18.9,3.0,76.9,51.6,University of North Carolina,5th overall,1st round,Phoenix Suns,1977,6-6,"South Mecklenburg in Charlotte, North Carolina",Walter Davis,Small Forward and Shooting Guard,Right,193lb,5,1,14,16,5019112,7,717016.0,450
974,dawkida01,"January 11, 1957","Orlando, Florida",1.3,57.2,13.3,68.5,726,15.8,12.0,6.1,46.4,57.2,,5th overall,1st round,Philadelphia 76ers,1975,6-11,"Evans in Orlando, Florida",Darryl Dawkins,Center,Right,251lb,5,1,31,2,2849896,4,712474.0,451
975,dawkijo01,"September 28, 1963","Washington, District of Columbia",5.5,45.6,33.0,85.7,541,14.7,11.1,2.5,21.8,47.4,Duke University,10th overall,1st round,San Antonio Spurs,1986,6-2,"Mackin in Washington, District of Columbia",Johnny Dawkins,Point Guard,Left,165lb,10,1,24,3,10257126,8,1282140.75,452
981,dayto01,"January 7, 1970","Decatur, Illinois",1.5,40.6,34.5,73.9,483,14.1,12.3,3.4,17.5,46.2,University of Arkansas,8th overall,1st round,Milwaukee Bucks,1992,6-6,"Hamilton in Memphis, Tennessee",Todd Day,Shooting Guard,Right,188lb,8,1,2,4,12632998,8,1579124.75,453
982,dayeau01,"June 5, 1988","Irvine, California",0.7,40.2,35.1,77.8,293,11.6,5.2,2.6,4.5,46.9,Gonzaga University,15th overall,1st round,Detroit Pistons,2009,6-11,"Woodbridge in Irvine, California",Austin Daye,Small Forward,Right,220lb,15,1,10,9,10950977,7,1564425.2857142857,454
983,dayeda01,"November 30, 1960","Des Moines, Iowa",2.0,49.1,11.8,68.1,328,13.9,6.8,2.6,9.3,49.1,"University of California, Los Angeles",57th overall,3rd round,Washington Bullets,1983,6-8,"John F. Kennedy in Granada Hills, California",Darren Daye,Small Forward,Right,220lb,5,3,36,9,224113,2,112056.5,455
984,decolna01,"June 23, 1987","Sainte-Catherine-les-Arras, France",1.7,42.9,36.3,83.5,119,11.8,3.8,1.8,2.4,49.1,,53rd overall,2nd round,San Antonio Spurs,2009,6-5,,Nando De Colo,Shooting Guard and Small Forward,Right,200lb,5,2,24,12,2984365,2,1492182.5,456
988,declean01,"February 1, 1973","Detroit, Michigan",0.6,50.7,0.0,62.1,587,12.1,4.8,4.2,19.3,50.7,University of Florida,34th overall,2nd round,Golden State Warriors,1995,6-10,"Countryside in Clearwater, Florida",Andrew DeClercq,Center,Right,230lb,34,2,26,2,18667661,10,1866766.1,457
989,dedmode01,"August 12, 1989","Lancaster, California",0.7,53.3,37.0,72.4,350,15.4,6.5,6.0,17.5,57.3,University of Southern California,,,,,7-0,"Lancaster HS in Lancaster, California",Dewayne Dedmon,Center,Right,245lb,0,0,-1,2,11113724,4,2778431.0,458
992,deherte01,"September 12, 1971","New York, New York",2.6,41.1,37.8,77.9,402,12.7,8.0,1.5,7.3,47.3,Seton Hall University,13th overall,1st round,Los Angeles Clippers,1993,6-2,"Saint Anthony's in Jersey City, New Jersey",Terry Dehere,Point Guard and Shooting Guard,Right,190lb,13,1,21,14,8389813,9,932201.4444444445,459
994,dejeabr01,"August 21, 1992","Los Angeles, California",1.1,40.6,37.5,52.4,14,9.6,5.6,3.4,0.2,49.3,"University of Southern California, University of Nevada, Las Vegas, Iowa State University",,,,,6-6,"Taft in Woodland Hills, California",Bryce Dejean-Jones,Shooting Guard,Right,209lb,0,0,-1,4,293598,1,293598.0,460
995,dekkesa01,"May 6, 1994","Sheboygan, Wisconsin",0.8,47.8,28.8,60.6,200,12.7,5.5,3.0,5.4,52.5,University of Wisconsin,18th overall,1st round,Houston Rockets,2015,6-9,"Sheboygan Lutheran in Sheboygan, Wisconsin",Sam Dekker,Power Forward,Right,230lb,18,1,41,0,5380364,3,1793454.6666666667,461
996,delnevi01,"August 9, 1966","Springfield, Massachusetts",3.2,47.5,35.9,84.0,771,13.5,9.1,2.3,40.6,49.5,North Carolina State University,29th overall,2nd round,Sacramento Kings,1988,6-4,"Suffield Academy in Suffield, Connecticut",Vinny Del Negro,Point Guard and Shooting Guard,Right,185lb,29,2,4,14,18638100,11,1694372.7272727273,462
997,delanma01,"March 11, 1989","Baltimore, Maryland",2.8,37.7,30.8,80.5,127,8.9,5.7,1.8,1.1,43.1,Virginia Polytechnic Institute and State University,,,,,6-3,"Towson Catholic in Towson, Maryland",Malcolm Delaney,Point Guard,Right,190lb,0,0,-1,3,5211956,2,2605978.0,463
998,delebi01,"April 6, 1969","Fresno, California",1.1,52.8,14.3,69.1,413,16.5,11.0,6.2,22.8,52.8,"University of Maryland, University of Arizona",10th overall,1st round,Orlando Magic,1991,6-9,"Santa Monica in Santa Monica, California",Bison Dele,Center and Power Forward,Left,235lb,10,1,25,11,22840873,8,2855109.125,464
999,delfica01,"August 29, 1982","Santa Fe, Argentina",1.7,40.1,36.5,75.8,507,12.6,8.1,3.6,22.5,49.4,,25th overall,1st round,Detroit Pistons,2003,6-6,,Carlos Delfino,Shooting Guard and Small Forward,Right,230lb,25,1,10,12,25149806,13,1934600.4615384615,465
1001,delkto01,"January 28, 1974","Covington, Tennessee",1.9,40.8,34.3,76.9,545,13.7,9.1,2.5,19.5,45.9,University of Kentucky,16th overall,1st round,Charlotte Hornets,1996,6-1,"Haywood in Brownsville, Tennessee",Tony Delk,Shooting Guard and Point Guard,Right,189lb,16,1,55,13,20755757,10,2075575.7,466
1002,dellama01,"September 8, 1990","Maryborough, Australia",3.7,39.2,38.1,83.5,377,10.0,6.0,1.9,9.9,48.4,Saint Mary's College of California,,,,,6-4,,Matthew Dellavedova,Point Guard and Shooting Guard,Right,200lb,0,0,-1,14,22076555,4,5519138.75,467
1004,dembofe01,"January 24, 1966","Mobile, Alabama",0.2,33.3,0.0,80.0,31,7.8,1.2,0.7,-0.1,33.3,University of Wyoming,30th overall,2nd round,Detroit Pistons,1988,6-5,"Fox Tech in San Antonio, Texas",Fennis Dembo,Small Forward,Right,215lb,30,2,10,9,104239,1,104239.0,468
1006,dempsde01,"February 12, 1970","Long Beach, California",0.5,50.0,33.3,76.2,20,14.4,3.0,0.5,0.1,51.2,University of the Pacific,,,,,6-3,"Mount Eden in Hayward, California",Dell Demps,Shooting Guard and Point Guard,Right,205lb,0,0,-1,13,234538,1,234538.0,469
1008,denglu01,"April 16, 1985","Wau, South Sudan",2.3,45.6,33.2,76.9,902,15.4,14.8,6.1,74.0,48.5,Duke University,7th overall,1st round,Phoenix Suns,2004,6-9,"Blair Academy in Blairstown, New Jersey",Luol Deng,Power Forward and Small Forward,Right,237lb,7,1,14,10,142509057,14,10179218.357142856,470
1015,derozde01,"August 7, 1989","Compton, California",3.4,45.1,28.3,82.8,752,17.9,19.9,4.3,60.3,46.5,University of Southern California,9th overall,1st round,Toronto Raptors,2009,6-7,"Compton in Compton, California",DeMar DeRozan,Shooting Guard,Right,220lb,9,1,13,4,97448829,9,10827647.666666666,471
1020,dialde01,"December 20, 1975","Detroit, Michigan",0.8,37.2,19.0,67.2,82,12.2,3.1,1.6,0.6,38.6,Eastern Michigan University,52nd overall,2nd round,San Antonio Spurs,1998,6-4,"Cass Technical in Detroit, Michigan",Derrick Dial,Shooting Guard,Right,184lb,5,2,24,4,1353647,4,338411.75,472
1021,diallch01,"September 13, 1996","Kayes, Mali",0.4,58.5,25.0,74.7,133,17.3,5.5,4.6,5.0,58.6,University of Kansas,33rd overall,2nd round,Los Angeles Clippers,2016,6-9,"New American in Centereach, New York",Cheick Diallo,Power Forward,Right,220lb,33,2,21,0,1934763,2,967381.5,473
1023,diawbo01,"April 16, 1982","Cormeilles-en-Parisis, France",3.5,49.3,33.6,71.7,1064,12.9,8.6,4.4,51.6,52.4,,21st overall,1st round,Atlanta Hawks,2003,6-8,,Boris Diaw,Power Forward and Shooting Guard,Right,250lb,21,1,34,28,84293924,14,6020994.571428572,474
1024,diawaya01,"August 29, 1982","Paris, France",0.7,35.7,30.1,65.0,187,6.1,3.5,1.4,1.7,45.0,Pepperdine University,,,,,6-7,"Tremblay En France in Paris, France",Yakhouba Diawara,Small Forward and Shooting Guard,Right,225lb,0,0,-1,16,3043962,4,760990.5,475
1025,diazgu01,"March 4, 1985","San Juan, Puerto Rico",0.2,25.0,0.0,60.0,6,9.9,0.8,0.3,0.0,25.0,University of Miami,52nd overall,2nd round,Los Angeles Clippers,2006,6-2,"Miami Christian School in Miami, Florida",Guillermo Diaz,Shooting Guard,Right,192lb,5,2,21,4,58441,1,58441.0,476
1026,dickada01,"September 16, 1978","Portland, Oregon",2.5,40.1,34.1,83.1,300,12.9,5.8,1.4,5.9,46.0,"University of Washington, Gonzaga University",28th overall,1st round,Sacramento Kings,2002,6-0,"Prairie in Vancouver, Washington",Dan Dickau,Point Guard,Right,190lb,28,1,4,3,11909739,7,1701391.2857142857,477
1027,dickeka01,"July 21, 1978","Denver, Colorado",0.1,40.0,33.3,75.0,19,9.0,1.2,0.6,0.1,47.5,"Tyler Junior College, University of Idaho",50th overall,2nd round,Utah Jazz,2000,6-8,"East in Denver, Colorado",Kaniel Dickens,Small Forward and Power Forward,Right,215lb,5,2,28,6,1088412,4,272103.0,478
1029,dickemi01,"June 25, 1975","Greenville, South Carolina",2.6,43.2,40.2,78.4,212,13.4,15.4,2.9,9.6,48.3,University of Arizona,14th overall,1st round,Houston Rockets,1998,6-5,"Federal Way in Seattle, Washington",Michael Dickerson,Shooting Guard,Right,190lb,14,1,41,4,17838608,6,2973101.3333333335,479
1034,dienetr01,"March 1, 1982","Fond du Lac, Wisconsin",2.4,38.8,35.3,84.7,179,12.5,4.8,1.4,5.6,49.5,Marquette University,38th overall,2nd round,Orlando Magic,2005,6-1,"Goodrich in Fond du Lac, Wisconsin",Travis Diener,Point Guard,Right,175lb,38,2,25,3,6174050,5,1234810.0,480
1035,dienggo01,"January 18, 1990","Kebemer, Senegal",1.4,50.5,33.2,79.0,452,16.1,8.0,6.2,24.4,51.7,University of Louisville,21st overall,1st round,Utah Jazz,2013,6-11,"Huntington St. Joseph Prep in Huntington, West Virginia",Gorgui Dieng,Center and Power Forward,Right,252lb,21,1,28,11,21579273,5,4315854.6,481
1048,dinwisp01,"April 6, 1993","Los Angeles, California",4.5,40.8,32.3,80.1,253,14.7,11.0,2.6,13.5,48.0,University of Colorado,38th overall,2nd round,Detroit Pistons,2014,6-6,"William Howard Taft in Woodland Hills, California",Spencer Dinwiddie,Point Guard,Right,210lb,38,2,10,3,3956953,4,989238.25,482
1049,dioguik01,"September 11, 1983","Buffalo, New York",0.3,50.9,50.0,78.6,225,15.6,6.0,3.1,6.5,51.0,Arizona State University,9th overall,1st round,Golden State Warriors,2005,6-8,"Garland in Garland, Texas",Ike Diogu,Power Forward,Right,250lb,9,1,26,0,11343532,7,1620504.5714285714,483
